201801	2018-01-02	30000	30100	30000	30000	114292
201801	2018-01-03	30000	30100	30000	30000	129571
201801	2018-01-04	30000	30100	30000	30000	120286
201801	2018-01-05	30000	30100	30000	30000	109151
201801	2018-01-08	30000	30100	30000	30000	115892
201801	2018-01-09	30000	30100	30000	30000	119402
201801	2018-01-10	30000	30100	30000	30000	150595
201801	2018-01-11	30000	30100	30000	30000	109591
201801	2018-01-12	30000	30100	30000	30000	128610
201801	2018-01-15	30000	30100	30000	30000	159716
201801	2018-01-16	30000	30100	30000	30000	174142
201801	2018-01-17	30000	30100	30000	30000	170457
201801	2018-01-18	30000	30100	30000	30000	181143
201801	2018-01-19	30000	30100	30000	30000	135710
201801	2018-01-22	30000	30100	30000	30000	144955
201801	2018-01-23	30000	30100	30000	30000	202041
201801	2018-01-24	30000	30100	30000	30000	177684
201801	2018-01-25	30000	30100	30000	30000	240614
201801	2018-01-26	30000	30100	30000	30000	229114
201801	2018-01-29	30000	30100	30000	30000	186739
201802	2018-01-30	30000	30100	30000	30000	188101
201802	2018-01-31	30000	30100	30000	30000	216591
201802	2018-02-01	30000	30100	30000	30000	171210
201802	2018-02-02	30000	30100	30000	30000	185401
201802	2018-02-05	30000	30100	30000	30000	193513
201802	2018-02-06	30000	30100	30000	30000	265679
201802	2018-02-07	30000	30100	30000	30000	241464
201802	2018-02-08	30000	30100	30000	30000	187020
201802	2018-02-09	30000	30100	30000	30000	201680
201802	2018-02-12	30000	30100	30000	30000	131398
201802	2018-02-13	30000	30100	30000	30000	142861
201802	2018-02-14	30000	30100	30000	30000	121704
201802	2018-02-15	30000	30100	30000	30000	59162
201802	2018-02-20	30000	30100	30000	30000	136886
201802	2018-02-21	30000	30100	30000	30000	108156
201802	2018-02-22	30000	30100	30000	30000	143511
201802	2018-02-23	30000	30100	30000	30000	168341
201802	2018-02-26	30000	30100	30000	30000	129022
201803	2018-02-27	30000	30100	30000	30000	147220
201803	2018-02-28	30000	30100	30000	30000	155115
201803	2018-03-01	30000	30100	30000	30000	170705
201803	2018-03-02	30000	30100	30000	30000	136878
201803	2018-03-05	30000	30100	30000	30000	177576
201803	2018-03-06	30000	30100	30000	30000	141583
201803	2018-03-07	30000	30100	30000	30000	172238
201803	2018-03-08	30000	30100	30000	30000	130712
201803	2018-03-09	30000	30100	30000	30000	117943
201803	2018-03-12	30000	30100	30000	30000	124118
201803	2018-03-13	30000	30080	30000	30000	110422
201803	2018-03-14	30000	30080	30000	30000	134522
201803	2018-03-15	30000	30080	30000	30000	137465
201803	2018-03-16	30000	30080	30000	30000	119034
201803	2018-03-19	30000	30080	30000	30000	120301
201803	2018-03-20	30000	30080	30000	30000	141341
201803	2018-03-21	30000	30080	30000	30000	166369
201803	2018-03-22	30000	30080	30000	30000	176266
201803	2018-03-23	30000	30080	30000	30000	233315
201803	2018-03-26	30000	30080	30000	30000	216013
201803	2018-03-27	30000	30080	30000	30000	152356
201804	2018-03-28	30000	30080	30000	30000	174700
201804	2018-03-29	30000	30080	30000	30000	175801
201804	2018-04-03	30000	30080	30000	30000	160902
201804	2018-04-04	30000	30080	30000	30000	179592
201804	2018-04-06	30000	30080	30000	30000	144046
201804	2018-04-09	30000	30080	30000	30000	169128
201804	2018-04-10	30000	30080	30000	30000	173886
201804	2018-04-11	30000	30080	30000	30000	149648
201804	2018-04-12	30000	30080	30000	30000	172627
201804	2018-04-13	30000	30080	30000	30000	142329
201804	2018-04-16	30000	30080	30000	30000	183274
201804	2018-04-17	30000	30080	30000	30000	203181
201804	2018-04-18	30000	30080	30000	30000	221082
201804	2018-04-19	30000	30080	30000	30000	197627
201804	2018-04-20	30000	30080	30000	30000	208131
201804	2018-04-23	30000	30080	30000	30000	210436
201804	2018-04-24	30000	30080	30000	30000	244075
201804	2018-04-25	30000	30080	30000	30000	240702
201804	2018-04-26	30000	30080	30000	30000	177127
201805	2018-04-27	30000	30080	30000	30000	195300
201805	2018-04-30	30000	30080	30000	30000	127887
201805	2018-05-02	30000	30080	30000	30000	180019
201805	2018-05-03	30000	30080	30000	30000	211348
201805	2018-05-04	30000	30080	30000	30000	215992
201805	2018-05-25	30650	30762	30494	30653	188250
