201801	2018-01-02	30020	30566	30003	30532	114292
201801	2018-01-03	30590	30750	30512	30615	129571
201801	2018-01-04	30740	30795	30591	30748	120286
201801	2018-01-05	30890	30912	30693	30764	109151
201801	2018-01-08	30940	30950	30732	30836	115892
201801	2018-01-09	30950	31058	30836	30985	119402
201801	2018-01-10	31005	31300	30952	31072	150595
201801	2018-01-11	31052	31143	30981	31094	109591
201801	2018-01-12	31234	31409	31195	31407	128610
201801	2018-01-15	31647	31721	31278	31320	159716
201801	2018-01-16	31406	31958	31376	31908	174142
201801	2018-01-17	31706	31992	31673	31955	170457
201801	2018-01-18	32193	32202	31837	32061	181143
201801	2018-01-19	32085	32248	31989	32235	135710
201801	2018-01-22	32338	32381	32011	32349	144955
201801	2018-01-23	32553	32930	32518	32911	202041
201801	2018-01-24	32837	32998	32733	32897	177684
201801	2018-01-25	32904	33016	32620	32680	240614
201801	2018-01-26	32857	33203	32800	33154	229114
201801	2018-01-29	33334	33516	32854	32900	186739
201802	2018-01-30	32750	32972	32439	32655	188101
201802	2018-01-31	32421	32929	32293	32844	216591
201802	2018-02-01	32826	32978	32567	32647	171210
201802	2018-02-02	32571	32743	32268	32508	185401
201802	2018-02-05	31686	32327	31635	32033	193513
201802	2018-02-06	30880	31212	30487	30715	265679
201802	2018-02-07	31210	31377	30067	30194	241464
201802	2018-02-08	30450	30661	30163	30354	187020
201802	2018-02-09	29532	29638	29070	29329	201680
201802	2018-02-12	29603	29709	29341	29422	131398
201802	2018-02-13	29678	30089	29622	29690	142861
201802	2018-02-14	29890	30585	29851	30301	121704
201802	2018-02-15	30650	31036	30648	30965	59162
201802	2018-02-20	31187	31279	30608	30754	136886
201802	2018-02-21	30894	31392	30813	31367	108156
201802	2018-02-22	31250	31250	30887	30950	143511
201802	2018-02-23	31216	31371	31113	31177	168341
201802	2018-02-26	31410	31552	31275	31514	129022
201803	2018-02-27	31772	31786	31102	31410	147220
201803	2018-02-28	31108	31126	30662	30732	155115
201803	2018-03-01	30510	31083	30357	31028	170705
201803	2018-03-02	30554	30641	30428	30534	136878
201803	2018-03-05	30390	30675	29790	29926	177576
201803	2018-03-06	30391	30595	30116	30485	141583
201803	2018-03-07	30150	30633	30060	30201	172238
201803	2018-03-08	30470	30741	30404	30661	130712
201803	2018-03-09	30840	31044	30817	30996	117943
201803	2018-03-12	31452	31640	31348	31594	124118
201803	2018-03-13	31550	31714	31485	31586	110422
201803	2018-03-14	31280	31496	31112	31453	134522
201803	2018-03-15	31140	31620	31051	31535	137465
201803	2018-03-16	31405	31577	31268	31450	119034
201803	2018-03-19	31400	31677	31209	31393	120301
201803	2018-03-20	31300	31587	31148	31548	141341
201803	2018-03-21	31700	32005	31336	31355	166369
201803	2018-03-22	31580	31704	30989	31051	176266
201803	2018-03-23	30043	30331	29856	30147	233315
201803	2018-03-26	29955	30577	29938	30532	216013
201803	2018-03-27	30905	30949	30719	30779	152356
201804	2018-03-28	30402	30597	29925	29956	174700
201804	2018-03-29	30195	30206	29752	30050	175801
201804	2018-04-03	29865	30295	29750	30152	160902
201804	2018-04-04	30130	30315	29343	29405	179592
201804	2018-04-06	29800	29977	29562	29837	144046
201804	2018-04-09	30000	30580	29912	30283	169128
201804	2018-04-10	30164	30816	30136	30761	173886
201804	2018-04-11	30761	31000	30686	30891	149648
201804	2018-04-12	31087	31151	30605	30767	172627
201804	2018-04-13	31028	31055	30706	30867	142329
201804	2018-04-16	30997	31000	30158	30180	183274
201804	2018-04-17	30349	30527	29992	30055	203181
201804	2018-04-18	30499	30509	29955	30313	221082
201804	2018-04-19	30495	30791	30447	30758	197627
201804	2018-04-20	30590	30879	30317	30358	208131
201804	2018-04-23	30360	30502	30145	30243	210436
201804	2018-04-24	30352	30700	30265	30637	244075
201804	2018-04-25	30478	30517	30179	30179	240702
201804	2018-04-26	30332	30455	29837	30037	177127
201805	2018-04-27	30120	30151	29860	30063	195300
201805	2018-04-30	30245	30724	30230	30665	127887
201805	2018-05-02	30500	30659	30392	30555	180019
201805	2018-05-03	30305	30327	29901	30056	211348
201805	2018-05-04	30032	30169	29644	29780	215992
201805	2018-05-10	30485	30700	30468	30680	171438
